  1 1.00e-01 9.95004165278028263e-01 9.98334166468136386e-02 0.00000000000000000e+00 -9.98334166466828543e-02 9.95004165278086217e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -9.95004165278028263e-01 -9.98334166468136386e-02 0.00000000000000000e+00 9.98334166466828543e-02 -9.95004165278086217e-01 0.00000000000000000e+00 9.30366894635881181e-14
  2 2.00e-01 9.80066577841258835e-01 1.98669330795052695e-01 0.00000000000000000e+00 -1.98669330794914695e-01 9.80066577841303799e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -9.80066577841258835e-01 -1.98669330795052695e-01 0.00000000000000000e+00 1.98669330794914695e-01 -9.80066577841303799e-01 0.00000000000000000e+00 9.38138455808257277e-14
  3 3.00e-01 9.55336489125644062e-01 2.95520206661322893e-01 0.00000000000000000e+00 -2.95520206662304163e-01 9.55336489125532595e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -9.55336489125644062e-01 -2.95520206661322893e-01 0.00000000000000000e+00 2.95520206662304163e-01 -9.55336489125532595e-01 0.00000000000000000e+00 4.92828000631106988e-13
  4 4.00e-01 9.21060994002833588e-01 3.89418342308612608e-01 0.00000000000000000e+00 -3.89418342310082766e-01 9.21060994002677935e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -9.21060994002833588e-01 -3.89418342308612608e-01 0.00000000000000000e+00 3.89418342310082766e-01 -9.21060994002677935e-01 0.00000000000000000e+00 6.09623462821673456e-13
  5 5.00e-01 8.77582561890185908e-01 4.79425538604130674e-01 0.00000000000000000e+00 -4.79425538605978585e-01 8.77582561890014823e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -8.77582561890185908e-01 -4.79425538604130674e-01 0.00000000000000000e+00 4.79425538605978585e-01 -8.77582561890014823e-01 0.00000000000000000e+00 6.77125022718882974e-13
  6 6.00e-01 8.25335614909321946e-01 5.64642473394913247e-01 0.00000000000000000e+00 -5.64642473397104050e-01 8.25335614909140869e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -8.25335614909321946e-01 -5.64642473394913247e-01 0.00000000000000000e+00 5.64642473397104050e-01 -8.25335614909140869e-01 0.00000000000000000e+00 7.22977233635901939e-13
  7 7.00e-01 7.64842187283933383e-01 6.44217687237500725e-01 0.00000000000000000e+00 -6.44217687240023151e-01 7.64842187283734543e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -7.64842187283933383e-01 -6.44217687237500725e-01 0.00000000000000000e+00 6.44217687240023151e-01 -7.64842187283734543e-01 0.00000000000000000e+00 7.57283125096819276e-13
  8 8.00e-01 6.96706709346386233e-01 7.17356090899241905e-01 0.00000000000000000e+00 -7.17356090902092514e-01 6.96706709346151309e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -6.96706709346386233e-01 -7.17356090899241905e-01 0.00000000000000000e+00 7.17356090902092514e-01 -6.96706709346151309e-01 0.00000000000000000e+00 7.85149723014910705e-13
  9 9.00e-01 6.21609968269638102e-01 7.83326909627084733e-01 0.00000000000000000e+00 -7.83326909630261081e-01 6.21609968269341562e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -6.21609968269638102e-01 -7.83326909627084733e-01 0.00000000000000000e+00 7.83326909630261081e-01 -6.21609968269341562e-01 0.00000000000000000e+00 8.06354982785251195e-13
 10 1.00e+00 5.40302305866846133e-01 8.41470984807347722e-01 0.00000000000000000e+00 -8.41470984810844702e-01 5.40302305866458110e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -5.40302305866846133e-01 -8.41470984807347722e-01 0.00000000000000000e+00 8.41470984810844702e-01 -5.40302305866458110e-01 0.00000000000000000e+00 8.23008328154628543e-13
 11 1.10e+00 4.53596121424001686e-01 8.91207360060699672e-01 0.00000000000000000e+00 -8.91207360064505627e-01 4.53596121423488652e-01 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 -4.53596121424001686e-01 -8.91207360060699672e-01 0.00000000000000000e+00 8.91207360064505627e-01 -4.53596121423488652e-01 0.00000000000000000e+00 8.36997138264905516e-13
